id,id_str,created_at,user_screen_name,text,source,reply_count,retweet_count,favourite_count,retweeted,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,is_quote_status,user_name,user_id_str,user_location,user_verified,user_followers_count,user_friends_count,user_protected,user_created_at,user_description,user_favourites_count,user_statuses_count,url,media,urls,magnitude,score
1318207539406905344,1318207539406905344,Mon Oct 19 15:09:03 +0000 2020,hfincap,"@RichardMoglen JP Morgan Downgrades Livongo Health to Neutral, Raises Price Target to $150 - 10/14 - I have this consolidating and range bound in here myself.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,,false,1318206836827430914,826247014715363328,RichardMoglen,false,H-Fin Capital Partners,1122897839724478464,,false,598,2089,false,Mon Apr 29 16:18:02 +0000 2019,"Gavin Davis, Principal, H-Fin Capital Partners; prior SVP @cbre; IB Analyst @cibc; $4B CapMkts Transaction exp., +42% '08, RTs not endorsements; never advice",29169,45630,https://twitter.com/hfincap/status/1318207539406905344,,,0.2,0.2
1318207536185704448,1318207536185704448,Mon Oct 19 15:09:02 +0000 2020,OzmosiHealth,"Teladoc and Livongo make #diabetes digital heath platform available to 50,000, after the $18.5B merger closed in September.   #healthtech #Telemedicine #MnA ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,0,,false,,,,false,Ozmosi,1055982930,"New Jersey, USA",false,402,1065,false,Wed Jan 02 20:11:00 +0000 2013,"#Pharma and #biotech competitive intelligence, data services, forecasting, clinical trials tools: https://t.co/U4H2uCel6o  https://t.co/0NIru5sfbn #BI",69,1545,https://twitter.com/OzmosiHealth/status/1318207536185704448,https://pbs.twimg.com/media/Eks2xM1W0AA7xcv.jpg,https://buff.ly/37mAfUW,0.2,0.1
1318205665991561217,1318205665991561217,Mon Oct 19 15:01:36 +0000 2020,gatorgirltb,We're proud to expand our partnership with Teladoc Health to add Livongo's virtual diabetes solution for our members. This means we're now the first health plan to offer Livongo and Teladoc's combined-care experience to help our members... #FlBlueLife ,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Terri,53090274,Florida,false,106,464,false,Thu Jul 02 15:17:58 +0000 2009,Live the life you love - make the journey amazing! #navymom #militarybrat #proudgigi,942,846,https://twitter.com/gatorgirltb/status/1318205665991561217,,https://bit.ly/2HgP8NP,1.9,0.6
1318198033599770625,1318198033599770625,Mon Oct 19 14:31:16 +0000 2020,identifycareers,@Livongo is hiring an Eligibility Manager. This is your chance to work for the leading innovator in consumer digital health solutions. If you are interested apply here. #jobsopportunities #jobseekers #careeropportunities #employment ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,1,,false,,2602253953,Livongo,false,IdentifyCareers.com,1297194973532569602,,false,44,551,false,Sat Aug 22 15:32:55 +0000 2020,"Connecting job seekers with companies that value their knowledge, skill and intersectional identities.",19,99,https://twitter.com/identifycareers/status/1318198033599770625,https://pbs.twimg.com/media/EksuAPOVkAItC7b.jpg,https://identifycareers.com/jobs/eligibility-manager/,0.9,0.1
1318192345079304193,1318192345079304193,Mon Oct 19 14:08:40 +0000 2020,Jayunk12,$LVGO  Livongo signs strategic partnership in care delivery  ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0,,false,,,,false,𝐽𝑜𝑛𝑎ℎ𝟛/𝟞\𝟡,2821334828,"S Houston, TX",false,298,840,false,Sat Sep 20 07:35:43 +0000 2014,"•𝑆𝐴𝑉𝐸𝐷• /Awakened Feb 2019\ +Full time investor since 2017+ -Died in 2015- Lived in Tripoli, Libya 2008-2010 |#BTC BagHolder| ~ ʜᴄɪ ᴄ6ᴢ06 ~ Dane Dad 🐾",8611,9890,https://twitter.com/Jayunk12/status/1318192345079304193,,"https://seekingalpha.com/news/3622953-livongo-signs-strategic-partnership-in-care-delivery?source=tweet,https://seekingalpha.com/news/3622953-livongo-signs-strategic-partnership-in-care-delivery",0.3,0.3
1318178844344340482,1318178844344340482,Mon Oct 19 13:15:01 +0000 2020,Growth_android,BRAND-NEW #android #app : Livongo - Apps on Google Play | Livongo makes it easy to be he... ,"<a href=""http://growthapps.sunnyday.jp/"" rel=""nofollow"">BRAND-NEW APPS</a>",,0,,false,,,,false,BRAND-NEW APPS,582418088,,false,1893,768,false,Thu May 17 03:55:13 +0000 2012,BRAND-NEW APPS on Google Play. What's New in Android Apps. Displayed in the timeline.,1,56959,https://twitter.com/Growth_android/status/1318178844344340482,,http://market.android.com/details?id=com.livongo.lvmobility,0.6,0.6
1318177659268993025,1318177659268993025,Mon Oct 19 13:10:19 +0000 2020,dgbartel,Guidewell | Livongo Signs Strategic Partnership with GuideWell Accelerating Care Delivery to Vulnerable Populations #GuideWellNow ,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Doug Bartel,1140164130,South Florida,false,1855,3957,false,Fri Feb 01 16:46:25 +0000 2013,"Proud @FLBlue Executive | Committed to Community and Health, Collaboration and Impact | Former TV News Executive | Comments are my own",10965,10494,https://twitter.com/dgbartel/status/1318177659268993025,,https://bit.ly/2IKgpZz,0,0
1318177560572825601,1318177560572825601,Mon Oct 19 13:09:55 +0000 2020,dgbartel,"Telehealth became a necessity during #COVID19 but has now become a health care delivery model of choice. That's why we're proud to team up industry-leading companies, like Teladoc Health and Livongo, to help us meet our members' changing needs through... ","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Doug Bartel,1140164130,South Florida,false,1855,3957,false,Fri Feb 01 16:46:25 +0000 2013,"Proud @FLBlue Executive | Committed to Community and Health, Collaboration and Impact | Former TV News Executive | Comments are my own",10965,10494,https://twitter.com/dgbartel/status/1318177560572825601,,https://bit.ly/37iTiPR,1.4,0.7
1318176893108060161,1318176893108060161,Mon Oct 19 13:07:16 +0000 2020,SwigerDorrinda,"Telehealth became a necessity during #COVID19 but has now become a health care delivery model of choice. That's why we're proud to team up industry-leading companies, like Teladoc Health and Livongo, to help us meet our members' changing needs through... ","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Dorrinda Swiger,719979823930679298,"Florida, USA",false,65,109,false,Tue Apr 12 20:05:41 +0000 2016,,6,194,https://twitter.com/SwigerDorrinda/status/1318176893108060161,,https://bit.ly/2FH5crz,1.4,0.7
1318176811973406720,1318176811973406720,Mon Oct 19 13:06:57 +0000 2020,SwigerDorrinda,Guidewell | Livongo Signs Strategic Partnership with GuideWell Accelerating Care Delivery to Vulnerable Populations #GuideWellNow ,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Dorrinda Swiger,719979823930679298,"Florida, USA",false,65,109,false,Tue Apr 12 20:05:41 +0000 2016,,6,194,https://twitter.com/SwigerDorrinda/status/1318176811973406720,,https://bit.ly/37jLIoc,0,0
1318176772781797377,1318176772781797377,Mon Oct 19 13:06:47 +0000 2020,SwigerDorrinda,"Telehealth became a necessity during #COVID19 but has now become a health care delivery model of choice. That's why we're proud to team up industry-leading companies, like Teladoc Health and Livongo, to help us meet our members' changing needs through... ","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Dorrinda Swiger,719979823930679298,"Florida, USA",false,65,109,false,Tue Apr 12 20:05:41 +0000 2016,,6,194,https://twitter.com/SwigerDorrinda/status/1318176772781797377,,https://bit.ly/3o8jl26,1.4,0.7
1318171057501724673,1318171057501724673,Mon Oct 19 12:44:05 +0000 2020,anjalilawoffice,Working together....First joint sales contract for two  #telemedicine companies. #healthcare #telehealth ,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",,0,,false,,,,false,Anjali 👑,566973108,Everywhere ,false,2002,2967,false,Mon Apr 30 03:57:27 +0000 2012,#Attorney #Entrepreneur #HoneyBadger #Telelawyer #Healthcare #Telemedicine #Fashion & #Humor. I don’t endorse anything & I’m funny. https://t.co/BLxVLrYo3y,38778,22043,https://twitter.com/anjalilawoffice/status/1318171057501724673,,https://lnkd.in/ec5zWNg,0.3,0
1318145917925588994,1318145917925588994,Mon Oct 19 11:04:11 +0000 2020,OrthoPublisher,"Teladoc, Livongo land first joint contract - MedCity News#OrthoTwitter #MedTwitter #MedEd","<a href=""https://automate.io"" rel=""nofollow"">Automate.io</a>",,0,,false,,,,false,Orthopaedics Publishers Feed,1238172853033488387,Look here 👉,false,500,215,false,Thu Mar 12 18:39:54 +0000 2020,#Orthopaedic news from major publishers consolidated for a more streamlined industry news experience.💀🗞,384,2617,https://twitter.com/OrthoPublisher/status/1318145917925588994,,https://medcitynews.com/2020/10/teladoc-livongo-land-first-joint-contract/,0,0
1318131546013028352,1318131546013028352,Mon Oct 19 10:07:04 +0000 2020,fintel_io,$LVGO / Livongo Health files form 425 Merger Prospectus ,"<a href=""http://fintel.io"" rel=""nofollow"">Fintel.io</a>",,0,,false,,,,false,Fintel.io,4312114277,,false,2362,178,false,Sat Nov 28 23:40:12 +0000 2015,"Fintel aggregates over 120 financial news providers from around the world, including activist investor filings. @risenhoover",6,276919,https://twitter.com/fintel_io/status/1318131546013028352,,https://fintel.io/sf/us/lvgo?utm_source=Twitter&utm_medium=Social&utm_campaign=filing,0.1,0.1
1318042644908367879,1318042644908367879,Mon Oct 19 04:13:49 +0000 2020,CWPatterson51,President and CEO Pat Geraghty: GuideWell Teams up with Livongo #GuideWellNow ,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Clayton W Patterson,867949058597552128,"Florida, USA",false,25,49,false,Fri May 26 03:42:36 +0000 2017,"Retired Navy Veteran,  Florida native, Single parent, Security Professional, Bachelor of Applied science in Public Safety Mangmnt, power walker, jogger, cyclist",1279,13897,https://twitter.com/CWPatterson51/status/1318042644908367879,,https://bit.ly/3kaXh4T,0.2,-0.2
1318042404025298945,1318042404025298945,Mon Oct 19 04:12:51 +0000 2020,CWPatterson51,Guidewell | Livongo Signs Strategic Partnership with GuideWell Accelerating Care Delivery to Vulnerable Populations #GuideWellNow ,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Clayton W Patterson,867949058597552128,"Florida, USA",false,25,49,false,Fri May 26 03:42:36 +0000 2017,"Retired Navy Veteran,  Florida native, Single parent, Security Professional, Bachelor of Applied science in Public Safety Mangmnt, power walker, jogger, cyclist",1279,13897,https://twitter.com/CWPatterson51/status/1318042404025298945,,https://bit.ly/34au4kY,0,0
1318042258977951744,1318042258977951744,Mon Oct 19 04:12:17 +0000 2020,CWPatterson51,"Telehealth became a necessity during #COVID19 but has now become a health care delivery model of choice. That's why we're proud to team up industry-leading companies, like Teladoc Health and Livongo, to help us meet our members' changing needs through... ","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Clayton W Patterson,867949058597552128,"Florida, USA",false,25,49,false,Fri May 26 03:42:36 +0000 2017,"Retired Navy Veteran,  Florida native, Single parent, Security Professional, Bachelor of Applied science in Public Safety Mangmnt, power walker, jogger, cyclist",1279,13897,https://twitter.com/CWPatterson51/status/1318042258977951744,,https://bit.ly/3kcVBHN,1.4,0.7
1318042043596238849,1318042043596238849,Mon Oct 19 04:11:25 +0000 2020,CWPatterson51,Guidewell | Livongo Signs Strategic Partnership with GuideWell Accelerating Care Delivery to Vulnerable Populations #GuideWellNow ,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Clayton W Patterson,867949058597552128,"Florida, USA",false,25,49,false,Fri May 26 03:42:36 +0000 2017,"Retired Navy Veteran,  Florida native, Single parent, Security Professional, Bachelor of Applied science in Public Safety Mangmnt, power walker, jogger, cyclist",1279,13897,https://twitter.com/CWPatterson51/status/1318042043596238849,,https://bit.ly/35fjMPC,0,0
1318041969541541889,1318041969541541889,Mon Oct 19 04:11:08 +0000 2020,CWPatterson51,"Telehealth became a necessity during #COVID19 but has now become a health care delivery model of choice. That's why we're proud to team up industry-leading companies, like Teladoc Health and Livongo, to help us meet our members' changing needs through... ","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Clayton W Patterson,867949058597552128,"Florida, USA",false,25,49,false,Fri May 26 03:42:36 +0000 2017,"Retired Navy Veteran,  Florida native, Single parent, Security Professional, Bachelor of Applied science in Public Safety Mangmnt, power walker, jogger, cyclist",1279,13897,https://twitter.com/CWPatterson51/status/1318041969541541889,,https://bit.ly/31kBjoo,1.4,0.7
1317976980684476416,1317976980684476416,Sun Oct 18 23:52:53 +0000 2020,BoogDmc,$TDOC $LVGO (long both pre merger)Florida Blue first health plan to sign on for integrated Teladoc-Livongo platform ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,,false,,,,false,Maximum Elevation,318577205,America,false,432,818,false,Thu Jun 16 18:12:52 +0000 2011,Full time swing trader seeking secular growth with sustaining moats,15036,4568,https://twitter.com/BoogDmc/status/1317976980684476416,,https://www.fiercehealthcare.com/tech/florida-blue-first-health-plan-to-sign-for-integrated-teladoc-livongo-platform,0,0
1317889436970110981,1317889436970110981,Sun Oct 18 18:05:01 +0000 2020,HealthITNews,"Livongo's chronic care management strategy, combined with Teladoc's telehealth network, can allow for health needs to be met on a long-term basis, said @Teladoc and @Livongo execs. #Telehealth ","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,4,,false,,,,false,Healthcare IT News,17154954,United States,false,119970,2847,false,Tue Nov 04 13:09:35 +0000 2008,"Covering the people, policy and tech driving next-gen healthcare in the U.S. It has been the voice of health IT for 15+ years. Updates via @digital_maren ^MH",3244,48237,https://twitter.com/HealthITNews/status/1317889436970110981,,https://bit.ly/37l0YB4,0.7,0.3
1317839240152141824,1317839240152141824,Sun Oct 18 14:45:33 +0000 2020,Sriram_81,"@richard_chu97 @jotaechague Amwl valuation is ridiculous, when Tdoc is the leader.  Livongo will Kill this ER, just want tdoc to bring it's fair share to the table. Zane was good CEO though , couple good hands down!","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,,false,1317173506581344258,1172960306,richard_chu97,false,Sriram,1234593562395889669,"Boston,MA",false,121,96,false,Mon Mar 02 21:37:05 +0000 2020,"Technology Consultant in Healthcare, Cricket enthusiast, interested in financial markets",479,315,https://twitter.com/Sriram_81/status/1317839240152141824,,,1.8,-0.3
1317738286367055872,1317738286367055872,Sun Oct 18 08:04:24 +0000 2020,itshartmutson,The great story goes on! ‚Livongo signs strategic partnership in care delivery‘ ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0,,false,,,,false,The Hartmutson Portfolio,1195750246527258627,Frankfurt am Main,false,6,33,false,Sat Nov 16 17:07:39 +0000 2019,"Ein Portfolio mit einer regelbasierten High-Growth & Value Investment Strategie, mit dem Ziel im Laufe der Zeit hohe und beständige Erträge zu erzielen.",30,7,https://twitter.com/itshartmutson/status/1317738286367055872,,https://seekingalpha.com/news/3622953-livongo-signs-strategic-partnership-in-care-delivery,1.2,0.6
1317654461607743488,1317654461607743488,Sun Oct 18 02:31:19 +0000 2020,samuelodusami,ICYMI: Why Teladoc and Livongo Were Climbing Today $LVGO,"<a href=""https://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",,0,,false,,,,false,Samuel Odusami,42587578,"Lagos, Nigeria",false,2524,894,false,Tue May 26 08:12:22 +0000 2009,Family man and a patriot.,4801,50513,https://twitter.com/samuelodusami/status/1317654461607743488,,https://pageone.ng/2020/10/14/why-teladoc-and-livongo-were-climbing-today/,0,0
1317530617798627328,1317530617798627328,Sat Oct 17 18:19:12 +0000 2020,DrWeidner,Livongo's lead investor on what the next model of care could look like | MobiHealthNews #digitalhealth  ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0,,false,,,,false,Dr Greg Weidner,77518230,"Charlotte, NC",false,3071,3089,false,Sat Sep 26 16:53:05 +0000 2009,"Provider and transformer of healthcare with one simple goal: Inspire Health through all available channels. Chief Medical Officer, @cariumcares.",4693,11100,https://twitter.com/DrWeidner/status/1317530617798627328,,https://www.mobihealthnews.com/news/livongos-lead-investor-next-model-care-could-look,0.1,0.1
1317529589015523329,1317529589015523329,Sat Oct 17 18:15:07 +0000 2020,MobiHealthNews,The marriage of Teladoc Health and Livongo stood out amidst a quarter with relatively few M&amp;A deals. #DigitalHealth ICYMI ,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,0,,false,,,,false,MobiHealthNews,106855826,,false,32573,293,false,Wed Jan 20 22:29:15 +0000 2010,Leading news source in the mobile and digital health community. Covering #digitalhealth #healthapps. Subscribe here https://t.co/CZTMg9wb2O.,8821,14368,https://twitter.com/MobiHealthNews/status/1317529589015523329,,https://bit.ly/3k78IdB,0.7,0.3
1317496457931313153,1317496457931313153,Sat Oct 17 16:03:28 +0000 2020,HottestStockNow,$LVGO Inks Strategic Partnership with GuideWell       #Livongo       #GuideWell          ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,,false,,,,false,Hottest Stocks Now,106823467,"Las Vegas, NV",false,1771,1772,false,Wed Jan 20 20:20:39 +0000 2010,CRWEWorld's Hottest Stocks Now provides information only. It is not meant to be a recommendation/offer to buy or to sell securities. DYODD,28,53895,https://twitter.com/HottestStockNow/status/1317496457931313153,,http://crweworld.com/symbol/LVGO,0,0
